BusStopCode,Description,Latitude,Longitude,RoadName
65379,Blk 661A,1.40280775893278,103.91633762054916,Edgedale Plains
65381,Punggol Sec Sch,1.40206799999564,103.90976700000783,Edgefield Plains
65389,Opp Punggol Sec Sch,1.40225699999819,103.91007199999862,Edgefield Plains
65391,Blk 672A,1.40587968028504,103.91251694444946,Edgefield Plains
65399,Blk 670A,1.40580472725369,103.91259546667418,Edgefield Plains
65411,Horizon Pr Sch,1.39944781445392,103.91384912994876,Edgefield Plains
65419,Opp Horizon Pr Sch,1.39946209125417,103.91395382625832,Edgefield Plains
65429,Greendale Pr Sch,1.39678724110144,103.912022758935,Edgefield Plains
65431,Twin Waterfalls,1.40238938083661,103.89673562171807,Punggol Way
65439,Aft TPE,1.40172529138051,103.89631809709375,Punggol Way
65441,Opp Blk 315B,1.40817769231202,103.89579264867245,Sumang Walk
65449,Blk 315B,1.40804081420589,103.89593121183572,Sumang Walk
65451,Blk 322 CP,1.41068999997892,103.89759188105812,Sumang Walk
65459,Opp Blk 322 CP,1.41060953055987,103.8977216527095,Sumang Walk
65491,Opp Blk 259 CP,1.40456320178872,103.89496045471951,Sumang Walk
65499,Blk 259 CP,1.40455142766372,103.89497063575236,Sumang Walk
65521,Waterwoods,1.39031766666667,103.912942666667,Punggol East
65529,Aft Punggol Field,1.39161433333333,103.914103333333,Punggol East
65531,Blk 226A,1.4024,103.8936,Sumang Lane
65539,Blk 224A,1.402291,103.8937,Sumang Lane
65551,Blk 227A,1.40374,103.8933695,Punggol Field
65559,Opposite Blk 227A,1.404046,103.8925,Punggol Field
65561,WATERWAY PR SCH,1.398808889,103.919085,Punggol East
65569,OPP WATERWAY PR SCH,1.398633889,103.9191989,Punggol East
65571,BLK 218,1.403478611,103.895535,Punggol Field
65579,BLK 258A,1.403556111,103.8960314,Punggol Field
65611,Nibong Stn Exit B,1.41138059190012,103.9003025582472,Punggol Way
65619,Nibong Stn Exit A,1.4115376363476,103.9000027461105,Punggol Way
65621,Samudera Stn Exit B,1.41608373162688,103.90248324948615,Punggol Way
65629,Samudera Stn Exit A,1.41645968650579,103.90252132088521,Punggol Way
65631,Aft Punggol Pt Stn,1.41730626833353,103.90541762051286,Punggol Way
65639,Bef Punggol Pt Stn,1.41755237944481,103.90530849057907,Punggol Way
02051,The Float @ Marina Bay,1.2895030556082,103.85903388899317,Raffles Ave
02061,The Esplanade,1.2899638888957,103.85640388886262,Raffles Ave
02099,Marina Ctr Ter,1.29147264805943,103.86148558380779,Raffles Blvd
02101,AFT S'PORE FLYER,1.28938483786533,103.86183148116275,Raffles Ave
03071,OPP SO SOFITEL S'PORE,1.27990609626764,103.84940030424481,Robinson Rd
03111,Aft Capital Twr,1.2778259536079,103.8481011719729,Robinson Rd
03129,UIC Bldg,1.27807003532092,103.84956718123823,Shenton Way
03218,Opp MAS Bldg,1.2740788888387,103.84687388890413,Shenton Way
03241,Mapletree Anson,1.27456,103.84537,Anson Rd
03381,The Sail,1.28162601329006,103.85306513725685,Marina Blvd
03391,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,Marina Blvd
03529,Downtown Stn,1.27939957419063,103.85278769921703,Central Blvd
03539,Marina Bay Stn,1.2775330547661,103.85561610012866,Central Blvd
04167,City Hall Stn Exit B,1.29250006522444,103.85145315468638,Nth Bridge Rd
04211,Clarke Quay,1.29043611099357,103.84712444398055,River Valley Rd
04222,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365569,Eu Tong Sen St
04249,Opp The Treasury,1.29043039362749,103.85026216508201,Nth Bridge Rd
04331,BEF FORT CANNING STN,1.29183939431601,103.84504089382705,River Valley Rd
05029,Boat Quay,1.28712283362119,103.84819780822524,Sth Bridge Rd
06131,The Boys' Brigade HQ,1.29152472200833,103.83222750001508,Zion Rd
06141,Holiday Inn Atrium,1.28963300933974,103.83381241921823,Havelock Rd
06151,Hotel Miramar,1.28870976841461,103.83737276969174,Havelock Rd
07011,Peace Ctr,1.30099699058522,103.8498101874305,Selegie Rd
07021,Selegie Ctr,1.30324521574524,103.84995776766847,Selegie Rd
08057,Dhoby Ghaut Stn,1.29930997279734,103.84529021429745,Orchard Rd
08079,Sch of the Arts,1.29921444445586,103.84910329217985,Prinsep St
08138,Concorde Hotel S'pore,1.3004785730821,103.84184700607595,Orchard Rd
09038,Opp Somerset Stn,1.30154262450563,103.83852481842337,Orchard Rd
09048,Orchard Stn/Lucky Plaza,1.30386684425114,103.83413070051408,Orchard Rd
13109,UE Sq/Bef Mohd Sultan Rd,1.29350944398488,103.84272416702719,River Valley Rd
13121,Opp Great World City,1.29409221679274,103.8308377640795,Zion Rd
13141,Aft Zion Full Gospel Ch,1.29763682834545,103.82997986347917,Hoot Kiam Rd
13191,Bef Orchard Blvd,1.302461,103.8297819,Paterson Rd
13211,Aft Unity St,1.29241699362559,103.841095990069,Mohd Sultan Rd
40011,LITTLE INDIA STN EXIT A,1.30606411522588,103.84908751469008,Bt Timah Rd
53009,Bishan Int,1.35045541249544,103.84988083722291,Bishan St 13
53221,BLK 115,1.34816840593896,103.8484543562104,Bishan St 11
53229,Blk 501,1.34822303496432,103.84927239325486,Bishan St 11
53231,BISHAN STN,1.35089997844732,103.84797987894204,Bishan Rd
53239,OPP BISHAN STN,1.35100305612802,103.8476587818646,Bishan Rd
53241,OPP BLK 217,1.35615639153054,103.84995659632311,Bishan Rd
53249,BLK 210,1.35538305217047,103.84911895270494,Bishan Rd
54009,Ang Mo Kio Int,1.36968769913339,103.84856716193268,Ang Mo Kio Ave 8
54011,Blk 207,1.36567044820875,103.84341042482097,Ang Mo Kio Ave 6
54019,Blk 307A,1.36618666697727,103.84418333302729,Ang Mo Kio Ave 6
54071,Blk 310C,1.36433664907741,103.84490672378502,Ang Mo Kio Ave 1
54079,OPP BLK 315,1.36389805596869,103.84585916699372,Ang Mo Kio Ave 1
54081,TECK GHEE CT,1.36358972199933,103.84786694396756,Ang Mo Kio Ave 1
54089,OPP ANG MO KIO SWIM CPLX,1.36297001065247,103.8484911674186,Ang Mo Kio Ave 1
54091,BLK 331,1.36167975047647,103.85092799797833,Ang Mo Kio Ave 1
54099,OPP BLK 333,1.36118777797342,103.85104805596895,Ang Mo Kio Ave 1
54101,Aft Ang Mo Kio Ave 10,1.35732097800984,103.85465761724518,Ang Mo Kio Ave 1
54109,Bef Ang Mo Kio Ave 10,1.35708169204878,103.85433890252277,Ang Mo Kio Ave 1
54241,Blk 700B,1.36913518643274,103.84618005827467,Ang Mo Kio Ave 3
54248,Blk 324,1.36875490594243,103.84661006967286,Ang Mo Kio Ave 3
54311,Blk 332,1.36143610819625,103.85257506359629,Ang Mo Kio Ave 8
54319,Opp Christ The King Ch,1.36205969144532,103.85305482306448,Ang Mo Kio Ave 8
54321,Blk 354,1.3639846735447,103.85237785571755,Ang Mo Kio Ave 8
54329,Blk 420,1.36449772525141,103.85247983714417,Ang Mo Kio Ave 8
54331,Blk 346,1.36719473720813,103.85056845375878,Ang Mo Kio Ave 8
54339,Blk 422,1.3678447007404,103.85057966582927,Ang Mo Kio Ave 8
54341,Opp Blk 504,1.37462142095238,103.84782467173312,Ang Mo Kio Ave 8
54349,Blk 504,1.37477333299627,103.84810527802902,Ang Mo Kio Ave 8
54351,Nanyang Poly,1.37647777885877,103.85003474200923,Ang Mo Kio Ave 5
54359,Blk 502,1.37615334768079,103.8499921086812,Ang Mo Kio Ave 5
54391,Aft Ang Mo Kio Int,1.37161972202016,103.8482886110145,Ang Mo Kio Ave 8
54399,Bef Ang Mo Kio Stn Exit B,1.37137302300723,103.84866111647399,Ang Mo Kio Ave 8
54471,Opp Blk 538,1.37613470846106,103.853296559924,Ang Mo Kio Ave 5
54479,Blk 538,1.37579335077466,103.853200441537,Ang Mo Kio Ave 5
54481,Ite Coll Ctrl,1.37599497932237,103.855765341723,Ang Mo Kio Ave 5
54489,Opp Ite Coll Ctrl,1.37566138900563,103.855796667004,Ang Mo Kio Ave 5
54491,Aft CTE,1.37717165299187,103.86010323265269,Ang Mo Kio Ave 5
54499,Bef CTE,1.37700806651463,103.86055355422364,Ang Mo Kio Ave 5
54501,Opp AMK Ind Pk 2,1.37787138898682,103.86266305598139,Ang Mo Kio Ave 5
54509,Aft Blk 5000,1.37758835823729,103.86257049780349,Ang Mo Kio Ave 5
54531,OPP BISHAN PK,1.35839974282084,103.85132688003488,Bishan Rd
54539,BISHAN PK,1.35857111103202,103.85104805599867,Bishan Rd
54651,Opp Techplace 2,1.37854275740549,103.86551861831312,Ang Mo Kio Ave 5
54659,Techplace 2,1.37834008020794,103.86686274044777,Ang Mo Kio Ave 5
55281,Aft SLE,1.39813695687252,103.82881324249821,Lentor Ave
55289,LP 94,1.39844339285315,103.82903916367646,Lentor Ave
58009,Sembawang Int,1.44748179252514,103.81941391689068,Sembawang Vista
58211,Sembawang Stn,1.44926202582359,103.81979401898032,Sembawang Way
58219,Opp Sembawang Stn,1.44953463697186,103.8199297231716,Sembawang Way
58251,Sun Plaza/Sembawang Stn,1.44803148822713,103.81895207486829,Sembawang Dr
58259,Opp Sun Plaza,1.44777267175187,103.81895151565973,Sembawang Dr
58261,VISIONAIRE,1.44710213838584,103.82726305553976,Canberra Link
58269,OPP VISIONAIRE,1.44702361616489,103.82761997468876,Canberra Link
58331,Blk 589D,1.44974129560526,103.82397609690102,Canberra Link
58339,Opp Blk 589D,1.44936138505812,103.82430573345592,Canberra Link
58541,Opp Canberra Stn,1.44284,103.830351,Canberra Link
58549,Canberra Stn,1.442578,103.830142,Canberra Link
58991,BLK 767,1.424583611,103.8350086,Yishun Ave 2
59009,Yishun Int,1.4284,103.8360975,Yishun Ave 2
59011,Bef Sg Seletar Bridge,1.40205059877403,103.82737908252,Lentor Ave
59019,Aft Sg Seletar Bridge,1.40217670308957,103.82763036053306,Lentor Ave
59021,Bef Yishun Ave 1,1.40922833847299,103.82908330455543,Lentor Ave
59029,Aft Yishun Ave 1,1.40885843406387,103.82924769115782,Lentor Ave
59031,Opp Yishun Sports Hall,1.41277747172151,103.83083958669692,Yishun Ave 2
59039,Yishun Sports Hall,1.41342871609658,103.83156300557019,Yishun Ave 2
59041,Bef Khatib Stn,1.41625420109094,103.832591612732,Yishun Ave 2
59049,Opp Khatib Stn,1.41700998157675,103.83339984073773,Yishun Ave 2
59051,Blk 790,1.41968270185637,103.83429674432547,Yishun Ave 2
59059,Blk 608,1.42054602879781,103.83497942324875,Yishun Ave 2
59061,Blk 763,1.42556399229911,103.83495820649408,Yishun Ave 2
59069,Opp Blk 757,1.42657294826877,103.83536957259517,Yishun Ave 2
59073,Opp Yishun Stn,1.42868146490253,103.83546942999693,Yishun Ave 2
59079,Yishun Stn,1.42926606883551,103.83516195358482,Yishun Ave 2
59091,Blk 154,1.43165245434506,103.83510814544051,Yishun Ave 2
59099,Blk 220,1.43272835490407,103.83522544787667,Yishun Ave 2
59251,Opp Darul Makmur Mque,1.43669132626001,103.83368337352286,Yishun Ave 2
59259,Darul Makmur Mque,1.43716783426775,103.83379791523895,Yishun Ave 2
59471,Blk 430B,1.42111543044621,103.84901971560181,Yishun Ave 1
59479,OPP BLK 430B,1.42034812354505,103.84865147425622,Yishun Ave 1
59501,Blk 871,1.41289253257843,103.83810681040471,Yishun Ave 1
59509,Opp Blk 871,1.41252120911526,103.83794497908777,Yishun Ave 1
59521,Yishun Sapphire,1.44003661278482,103.83171080846517,Yishun Ave 2
59529,Opp Yishun Sapphire,1.44035052900307,103.8318142995419,Yishun Ave 2
59721,Blk 816,1.41153711897875,103.83367988105842,Yishun Ave 1
59729,Opp Blk 816,1.41113811897325,103.83350299996852,Yishun Ave 1
59731,Blk 512A,1.4141292303869,103.84149524920335,Yishun Ave 1
59739,Opp Blk 512A,1.41416011900146,103.84214688104234,Yishun Ave 1
59741,Opp Orchid Country Club,1.41554882267258,103.84464056605152,Yishun Ave 1
59749,Orchid Country Club,1.41499035691552,103.8443330000306,Yishun Ave 1
59751,Opp The Shaughnessy,1.41725535689777,103.84590800002533,Yishun Ave 1
59759,The Shaughnessy,1.41755035688919,103.84631099997239,Yishun Ave 1
59771,Blk 469B,1.423939,103.852066,Yishun Ave 1
59779,Opp Blks 469A/469B,1.42408305602704,103.85251851284276,Yishun Ave 1
59781,Bef Blk 469B,1.4232168633454,103.85125812567784,Yishun Ave 1
59789,Opp Blk 469B,1.42301388896819,103.85136389998303,Yishun Ave 1
62011,Aft Bartley Rd,1.3421349999944,103.88345100001618,Upp Paya Lebar Rd
62019,Aft Rochdale Rd,1.34215709944082,103.88405276089232,Upp Paya Lebar Rd
62021,Wisma AUPE,1.3436889743392,103.8825074871872,Upp Paya Lebar Rd
62029,Paya Lebar Gdns,1.34411328094155,103.88273473175272,Upp Paya Lebar Rd
62031,Bef How Sun Rd,1.34521001044775,103.88171014272702,Upp Paya Lebar Rd
62039,Raya Gdn,1.3467680506898,103.880911959518,Upp Paya Lebar Rd
62041,Opp Bethany Presby Ch,1.3483829232168,103.88018488884609,Upp Paya Lebar Rd
62049,Aft Paya Lebar Cres,1.34904000002665,103.88022749996824,Upp Paya Lebar Rd
62051,Aft Jln Chermat,1.35170429575719,103.87775496869286,Upp Paya Lebar Rd
62059,Blk 161,1.35170138896709,103.87859583297927,Upp Paya Lebar Rd
62141,Opp Blk 1,1.35149112412235,103.87515194713767,Upp S'goon Rd
62149,Forest Woods,1.35169173270668,103.87595332312252,Upp S'goon Rd
62221,Opp The Minton,1.35090140225527,103.88255343944132,Lor Ah Soo
62229,The Minton,1.35108999372692,103.88212234368397,Lor Ah Soo
63011,Opp Upp S'Goon Shop Ctr,1.35432115760902,103.87823575937183,Upp S'goon Rd
63019,Aft Upp S'Goon Shop Ctr,1.35347964311763,103.87800141702434,Upp S'goon Rd
63021,The Helping Hand,1.3570580828827,103.88161613087621,Upp S'goon Rd
63029,Opp The Helping Hand,1.35727472200293,103.88218027802674,Upp S'goon Rd
63031,Kovan Stn Exit B,1.36050444441455,103.88535194446017,Upp S'goon Rd
63039,Kovan Stn Exit C,1.36026000003341,103.88538416663954,Upp S'goon Rd
63041,Opp Glad Tidings Ch,1.36259166703136,103.88754805602413,Upp S'goon Rd
63049,Glad Tidings Ch,1.36219166668854,103.88752277779692,Upp S'goon Rd
63051,Opp Blk 370,1.36415166798646,103.8891427848695,Upp S'goon Rd
63059,Blk 22,1.36437667280221,103.88984149586426,Upp S'goon Rd
63061,Opp Blk 25,1.36623834226067,103.89129134480065,Upp S'goon Rd
63069,Blk 25,1.36637999879956,103.89194715850095,Upp S'goon Rd
63131,THE TEMBUSU,1.36120884403234,103.89033109494885,Tampines Rd
63139,Aft En-Naeem Mque,1.36120166702627,103.8914116670026,Tampines Rd
63149,Serangoon Stadium,1.35489972198729,103.87452555599006,Boundary Rd
63151,Aft Upp S'Goon Rd,1.35412291412202,103.87758355854012,Yio Chu Kang Rd
63159,Highland Ctr,1.35516666700323,103.87701916697013,Yio Chu Kang Rd
63161,Serangoon Swim Cplx,1.35717307747832,103.87530650239555,Yio Chu Kang Rd
63169,Opp Serangoon Swim Cplx,1.35703664863271,103.87567788589342,Yio Chu Kang Rd
63179,Bef Tai Seng Chr Ch,1.35999305129204,103.87393532776181,Yio Chu Kang Rd
63181,Bef St. Helier's Ave,1.36083138898279,103.87346222201559,Yio Chu Kang Rd
63189,Aft Serangoon Gdn Way,1.36133997852966,103.87363460960414,Yio Chu Kang Rd
63191,Aft Serangoon Nth Ave 1,1.36426277802723,103.87403972199432,Yio Chu Kang Rd
63199,Aft Phillips Ave,1.36327972197547,103.87383805598819,Yio Chu Kang Rd
63201,Blk 133,1.36617789459924,103.87492029493984,Yio Chu Kang Rd
63209,Toho Green,1.36605804817414,103.87522122785421,Yio Chu Kang Rd
63211,Blk 138,1.36814638231195,103.87573084011618,Yio Chu Kang Rd
63219,Opp Blk 139,1.36856637012739,103.8762710483349,Yio Chu Kang Rd
63221,KOVAN HUB,1.35799327947024,103.8855063915276,Hougang St 21
63231,Bet Blks 210/211,1.35901223241231,103.88763070107527,Hougang St 21
63241,Blk 21,1.36409785233957,103.89213557756084,Hougang Ave 3
63249,Blk 1,1.36395805601148,103.89261277802149,Hougang Ave 3
63261,Opp Blk 232,1.35896472197244,103.88913833298105,Hougang Ave 1
63269,Blk 232,1.35875481272429,103.88905763623875,Hougang Ave 1
63271,Blk 239,1.35639501261001,103.88997632456076,Hougang Ave 1
63279,Opp Yuying Sec Sch,1.35623805601182,103.88983499998875,Hougang Ave 1
63281,Blk 105 Mkt/FC,1.3541297220266,103.8898808330127,Hougang Ave 1
63289,Aljunied CC,1.3540116670036,103.88966083299925,Hougang Ave 1
63291,Opp Blk 115,1.35225002342978,103.88785804760475,Lor Ah Soo
63299,Blk 115,1.35263165715857,103.88833522800789,Lor Ah Soo
63301,Paya Lebar Girls' Sch,1.35149473186732,103.88531199399267,Lor Ah Soo
63309,Opp Paya Lebar Girls' Sch,1.35205944401441,103.88581055600547,Lor Ah Soo
63341,Opp Blk 709,1.36751402871615,103.88882988119938,Hougang Ave 2
63349,Blk 708,1.36687207146588,103.88923358520269,Hougang Ave 2
63351,Opp Hougang Swim Cplx,1.36922638899711,103.88786388897049,Hougang Ave 10
63359,Hougang Swim Cplx,1.36936804895468,103.88779233654836,Hougang Ave 10
63361,Opp S'Goon Sports Cplx,1.35744648841295,103.87383985365209,Yio Chu Kang Link
63369,Serangoon Sports Cplx,1.35663166702793,103.87410388898788,Yio Chu Kang Link
64011,Naung Residence,1.36756333302324,103.8927594439902,Upp S'goon Rd
64019,Blk 302,1.368308353364,103.89393838248249,Upp S'goon Rd
64021,Blk 458,1.37788950153352,103.89663845377325,Hougang Ave 10
64029,Opp Blk 458,1.37781617357511,103.89688283812272,Hougang Ave 10
64031,Blk 436,1.37699995735935,103.893660799245,Hougang Ave 8
64039,Blk 434,1.37668753222312,103.89393761218089,Hougang Ave 8
64041,The Midtown,1.37016500002901,103.89535999996711,Upp S'goon Rd
64049,Opp The Midtown,1.3703713899857,103.89603248614272,Upp S'goon Rd
64051,Blk 465A,1.37239666924933,103.89777362456783,Upp S'goon Rd
64059,Blk 355,1.37249135705281,103.89837470452339,Upp S'goon Rd
64061,Opp Serangoon Sec Sch,1.37557886299976,103.90111900001394,Upp S'goon Rd
64069,Serangoon Sec Sch,1.37526504951859,103.90134716214978,Upp S'goon Rd
64071,Opp Punggol Pk,1.37514056376267,103.89724811886428,Hougang Ave 8
64079,Punggol Pk,1.37500833299826,103.89774777801168,Hougang Ave 8
64101,Opp Gracehaven S Army,1.37212119701131,103.87653938842564,Yio Chu Kang Rd
64109,Gracehaven S Army,1.37202330151763,103.87690900449827,Yio Chu Kang Rd
64111,Opp Blk 953,1.37594188334629,103.87684285462154,Yio Chu Kang Rd
64119,Blk 953,1.37679164872283,103.87713655364794,Yio Chu Kang Rd
64121,Aft Ang Mo Kio Ave 5,1.37974139718092,103.87650111729936,Yio Chu Kang Rd
64129,Blk 988B,1.37995970749936,103.87686804999332,Yio Chu Kang Rd
64341,Bef Blk 683,1.3729130421635,103.88633750747994,Hougang Ave 8
64351,Opp Montfort Sch,1.37481110511316,103.88808212175417,Hougang Ave 8
64361,Blk 535,1.37634509209583,103.89054894445846,Hougang Ave 8
64371,Opp Punggol CC,1.37447444021165,103.89289427356103,Hougang Ave 6
64379,Punggol CC,1.37468500843171,103.89266306129461,Hougang Ave 6
64381,Opp Blk 521,1.37288245131287,103.89170384962591,Hougang Ave 10
64389,Blk 522,1.37313809346006,103.89156818388481,Hougang Ave 10
64391,Blk 831,1.37145414929063,103.88976573946181,Hougang Ave 10
64399,Blk 512,1.37121818386818,103.8892571932248,Hougang Ave 10
64401,Opp Blk 477A,1.37839309319848,103.9032366204475,Upp S'goon Rd
64409,Blk 477A,1.37820165544364,103.90352727356866,Upp S'goon Rd
64419,Blk 681,1.37339164793235,103.88521854859373,Hougang Ave 4
64421,Blk 421,1.37505042808455,103.89511829229477,Hougang Ave 10
64429,Blk 412,1.37481689904602,103.8952195672541,Hougang Ave 10
64461,Blk 579,1.37938472998807,103.88640309201648,Buangkok Green
64469,Opp Blk 579,1.3795683329839,103.88576472203239,Buangkok Green
64471,Blk 917,1.37454805598778,103.8839677779891,Hougang Ave 9
64481,Bet Blks 930/931,1.37514474329335,103.8807864140804,Hougang Ave 9
64491,Hougang 1,1.37513027801163,103.87905166700338,Hougang Ave 9
64549,Opp Hougang Ctrl Int,1.37139998302648,103.89170972978319,Hougang Ctrl
64621,Blk 565,1.38133333296872,103.88821499999295,Buangkok Green
64629,Opp Blk 565,1.38153999996628,103.88805638900106,Buangkok Green
65009,Punggol Temp Int,1.40370629859822,103.90224337575333,Punggol Pl
65011,Opp The Rivervale,1.38159696830765,103.89720951783346,Punggol Rd
65019,The Rivervale,1.38151407829697,103.89749237919405,Punggol Rd
65021,Opp Blk 110,1.38403136207098,103.89961345545082,Punggol Rd
65029,Blk 111,1.38461500003195,103.90061583298267,Punggol Rd
65031,Blk 227D,1.38711144385727,103.90167760841291,Punggol Rd
65039,Blk 124,1.38732058981564,103.90185567950667,Punggol Rd
65041,Blk 231,1.38984412426173,103.90162265734195,Punggol Rd
65049,Blk 126A,1.38993499998792,103.90187166698628,Punggol Rd
65059,St. Anne's Ch,1.39308440832899,103.90129355204087,Punggol Rd
65061,Blk 298A,1.39490129020977,103.9018594759131,Punggol Rd
65069,Blk 190C,1.39504382175966,103.90236824858533,Punggol Rd
65071,Opp Blk 103A,1.39845074063981,103.90416383740006,Punggol Rd
65079,Blk 102C,1.39893574516181,103.90474802293774,Punggol Rd
65091,BLK 301A,1.4039796271467,103.90655641325277,Punggol Rd
65099,BLK 604A,1.40446781720997,103.90711426733175,Punggol Rd
65139,Punggol Rd End,1.4206253932076,103.91053469680278,Punggol Rd
65141,Soo Teck Stn,1.40454805557377,103.89716388800268,Punggol Way
65149,Soo Teck Stn,1.40444046572287,103.89692479945528,Punggol Way
65151,Cove Stn Exit B,1.39885650320272,103.90662105241732,Punggol Field
65159,Cove Stn Exit A,1.39856872266182,103.90665292741664,Punggol Field
65161,Meridian Stn Exit B,1.39735631138291,103.90859112878573,Punggol Field
65169,Meridian Stn Exit A,1.39645725997371,103.90932129998102,Punggol Field
65171,Coral Edge Stn Exit B,1.39452041732154,103.91205304613206,Punggol Field
65179,Coral Edge Stn Exit A,1.39429582834351,103.91190241454986,Punggol Field
65181,Atf Punggol Ctrl,1.39681388886675,103.91754694442001,Punggol East
65189,Bef Punggol Ctrl,1.39682694447407,103.91793305556935,Punggol East
65191,Bef Punggol Rd,1.39527356921611,103.90539999997036,TPE
65199,Aft Punggol Rd,1.39591721161169,103.90542736761212,TPE
65201,Opp Blk 201A,1.40083471013366,103.903580214986,Punggol Field
65209,Aft Punggol Rd,1.40040560689368,103.90387509832152,Punggol Field
65219,Aft Punggol Ctrl,1.40326663804865,103.90325880013292,Punggol Pl
65221,BLK 303D,1.40402842836975,103.90480763848863,Punggol Ctrl
65229,Blk 298,1.40320219454105,103.90556931496221,Punggol Ctrl
65231,Riviera Stn Exit B,1.3942824799683,103.91576531457447,Punggol East
65239,Riviera Stn Exit A,1.39410461413829,103.91603484855351,Punggol East
65241,Blk 196C,1.39917246521216,103.90767172209786,Edgefield Plains
65249,Blk 178,1.39963747797366,103.90824975943016,Edgefield Plains
65251,Punggol Stn,1.40502618974463,103.90299618971393,Punggol Ctrl
65259,Punggol Stn/Int,1.405351944,103.9018719,Punggol Ctrl
65261,Blk 649,1.39695155432601,103.91478844205221,Punggol Ctrl
65269,Blk 162B,1.39671015437474,103.91467219472072,Punggol Ctrl
65271,Opp Blk 188,1.39995544080394,103.91064287603247,Punggol Ctrl
65279,Bet Blks 187/188,1.39929726136961,103.91103404530959,Punggol Ctrl
65281,Punggol Sec/Blk 601B,1.40201165055481,103.90783309940194,Punggol Ctrl
65289,Opp Punggol Sec/Blk 195E,1.40173746082241,103.90762981656073,Punggol Ctrl
65301,Damai Stn Exit B,1.404378889,103.9096331,Punggol Dr
65309,Damai Stn Exit A,1.40494388890828,103.90913500001737,Punggol Dr
65311,Oasis Stn Exit B/Blk 617D,1.40201500002599,103.91285694443438,Punggol Dr
65319,Oasis Stn Exit A,1.40257805553795,103.91244500001986,Punggol Dr
65321,Kadaloor Stn Exit B,1.39942700000453,103.91659300001999,Punggol Dr
65329,Kadaloor Stn Exit A,1.39988799999567,103.91612399998853,Punggol Dr
65331,Opp Blk 268D,1.4028650002354,103.89851804993967,Punggol Field
65339,Blk 268C,1.4031330662473,103.8980438895579,Punggol Field
65341,Opp Blk 272C,1.40194694990354,103.9009230492748,Punggol Field
65349,Blk 272C,1.40222088604884,103.90077963354756,Punggol Field
65351,Punggol View Pr Sch,1.40589404110743,103.90472620505594,Punggol Pl
65359,Opp Punggol View Pr Sch,1.40552300002668,103.90435300000112,Punggol Pl
65371,Blk 682A,1.40288670334271,103.91626762051331,Edgedale Plains
65379,Blk 661A,1.40280775893278,103.91633762054916,Edgedale Plains
65381,Punggol Sec Sch,1.40206799999564,103.90976700000783,Edgefield Plains
65389,Opp Punggol Sec Sch,1.40225699999819,103.91007199999862,Edgefield Plains
65391,Blk 672A,1.40587968028504,103.91251694444946,Edgefield Plains
65399,Blk 670A,1.40580472725369,103.91259546667418,Edgefield Plains
65401,Opp Blk 264A,1.40653182138609,103.89871180015278,Punggol Ctrl
65409,Bef Blk 264,1.40624496856359,103.89957451783918,Punggol Ctrl
65411,Horizon Pr Sch,1.39944781445392,103.91384912994876,Edgefield Plains
65419,Opp Horizon Pr Sch,1.39946209125417,103.91395382625832,Edgefield Plains
65429,Greendale Pr Sch,1.39678724110144,103.912022758935,Edgefield Plains
65431,Twin Waterfalls,1.40238938083661,103.89673562171807,Punggol Way
65439,Aft TPE,1.40172529138051,103.89631809709375,Punggol Way
65441,Opp Blk 315B,1.40817769231202,103.89579264867245,Sumang Walk
65449,Blk 315B,1.40804081420589,103.89593121183572,Sumang Walk
65451,Blk 322 CP,1.41068999997892,103.89759188105812,Sumang Walk
65459,Opp Blk 322 CP,1.41060953055987,103.8977216527095,Sumang Walk
65461,Blk 312 CP,1.40985888889928,103.90129988103229,Sumang Link
65469,Blk 310B,1.40982305558831,103.90097793657458,Sumang Link
65481,Bef Punggol Dr,1.40886523796853,103.90603964310132,Sentul Cres
65489,Aft Punggol Dr,1.40819500002156,103.90566900789092,Sentul Cres
65491,Opp Blk 259 CP,1.40456320178872,103.89496045471951,Sumang Walk
65499,Blk 259 CP,1.40455142766372,103.89497063575236,Sumang Walk
65521,Waterwoods,1.39031766666667,103.912942666667,Punggol East
65529,Aft Punggol Field,1.39161433333333,103.914103333333,Punggol East
65531,Blk 226A,1.4024,103.8936,Sumang Lane
65539,Blk 224A,1.402291,103.8937,Sumang Lane
65541,Before Sumang Lane,1.403562,103.8912,Sumang Crescent
65549,After Sumang Lane,1.403521,103.8912,Sumang Crescent
65551,Blk 227A,1.40374,103.8933695,Punggol Field
65559,Opposite Blk 227A,1.404046,103.8925,Punggol Field
65561,WATERWAY PR SCH,1.398808889,103.919085,Punggol East
65569,OPP WATERWAY PR SCH,1.398633889,103.9191989,Punggol East
65571,BLK 218,1.403478611,103.895535,Punggol Field
65579,BLK 258A,1.403556111,103.8960314,Punggol Field
65611,Nibong Stn Exit B,1.41138059190012,103.9003025582472,Punggol Way
65619,Nibong Stn Exit A,1.4115376363476,103.9000027461105,Punggol Way
65621,Samudera Stn Exit B,1.41608373162688,103.90248324948615,Punggol Way
