ServiceNo,Direction,StopSequence,Distance,BusStopCode
10,1,1,0,75009
10,1,2,0.6,76059
10,1,3,1.1,76069
10,1,4,2.3,96289
10,1,5,2.7,96109
10,1,6,3.3,85079
10,1,7,3.5,85089
10,1,8,3.8,85069
10,1,9,4.1,85059
10,1,10,4.5,85049
10,1,11,4.8,85039
10,1,12,5,85029
10,1,13,5.2,85019
10,1,14,5.5,94079
10,1,15,6.1,94069
10,1,16,6.4,94059
10,1,17,6.8,94049
10,1,18,7,94089
10,1,19,7.3,94039
10,1,20,7.7,94029
10,1,21,7.9,94019
10,1,22,8.3,93099
10,1,23,8.8,93089
10,1,24,9.1,93079
10,1,25,9.4,93069
10,1,26,9.8,93059
10,1,27,10.1,92159
10,1,28,10.4,92149
10,1,29,10.7,92139
10,1,30,11.2,92129
10,1,31,11.7,92119
10,1,32,11.9,92109
10,1,33,12.2,92099
10,1,34,12.7,92161
10,1,35,13.1,82071
10,1,36,13.9,81199
10,1,37,14.2,81189
10,1,38,14.7,81179
10,1,39,15.3,80141
10,1,40,16,80219
10,1,41,17.4,80169
10,1,42,18.1,80159
10,1,43,18.6,02119
10,1,44,19.6,03019
10,1,45,19.9,03059
10,1,46,20.3,03129
10,1,47,20.6,03217
10,1,48,21.5,05649
10,1,49,21.8,14061
10,1,50,22.3,14071
10,1,51,22.7,14081
10,1,52,23.1,14101
10,1,53,23.9,14141
10,1,54,24.2,14121
10,1,55,24.6,14131
10,1,56,25.1,14151
10,1,57,25.5,14161
10,1,58,25.9,14171
10,1,59,26.6,15141
10,1,60,26.9,15151
10,1,61,27.1,15161
10,1,62,27.6,15191
10,1,63,27.9,15201
10,1,64,28.5,15221
10,1,65,28.8,16201
10,1,66,29.1,16011
10,1,67,29.6,16021
10,1,68,29.9,16031
10,1,69,30.1,16041
10,1,70,30.4,16051
10,1,71,30.6,16061
10,1,72,30.8,16071
10,1,73,31.1,16081
10,1,74,31.6,16009
10,2,1,0,16009
10,2,2,0.4,16089
10,2,3,0.7,16079
10,2,4,1,16069
10,2,5,1.3,16059
10,2,6,1.5,16049
10,2,7,1.7,16039
10,2,8,2,16029
10,2,9,2.5,16019
10,2,10,2.7,16209
10,2,11,3,15229
10,2,12,3.2,15219
10,2,13,3.6,15209
10,2,14,3.9,15199
10,2,15,4.4,15169
10,2,16,4.6,15159
10,2,17,4.9,15149
10,2,18,5.3,14189
10,2,19,5.6,14179
10,2,20,6,14169
10,2,21,6.5,14159
10,2,22,6.9,14139
10,2,23,7.4,14129
10,2,24,7.7,14119
10,2,25,8.4,14109
10,2,26,8.8,14089
10,2,27,9.6,14069
10,2,28,10.2,05641
10,2,29,10.6,03222
10,2,30,11.3,03111
10,2,31,11.6,03071
10,2,32,11.9,03031
10,2,33,12.5,03011
10,2,34,13.1,02111
10,2,35,13.8,80151
10,2,36,14.5,80161
10,2,37,16.1,80211
10,2,38,16.7,80149
10,2,39,17.3,81171
10,2,40,17.8,81181
10,2,41,18.2,81191
10,2,42,18.7,82079
10,2,43,19.2,92169
10,2,44,19.7,92091
10,2,45,20,92101
10,2,46,20.2,92111
10,2,47,20.7,92121
10,2,48,21.2,92131
10,2,49,21.6,92141
10,2,50,21.8,92151
10,2,51,22.1,93051
10,2,52,22.5,93061
10,2,53,22.9,93071
10,2,54,23.3,93081
10,2,55,23.6,93091
10,2,56,24,94011
10,2,57,24.4,94021
10,2,58,24.7,94031
10,2,59,25.1,94041
10,2,60,25.5,94051
10,2,61,26,94061
10,2,62,26.5,94071
10,2,63,26.9,85021
10,2,64,27.3,85031
10,2,65,27.5,85041
10,2,66,27.9,85051
10,2,67,28.2,85061
10,2,68,28.4,85081
10,2,69,28.7,85071
10,2,70,29.1,96101
10,2,71,29.5,96281
10,2,72,30.8,76061
10,2,73,31.3,76051
10,2,74,31.9,75009
100,1,1,0,66009
100,1,2,0.6,62129
100,1,3,0.9,62119
100,1,4,1.2,61049
100,1,5,1.6,61039
100,1,6,2,70069
100,1,7,2.7,70059
100,1,8,2.9,70049
100,1,9,3.3,70039
100,1,10,3.6,70029
100,1,11,4,70019
100,1,12,4.4,81099
100,1,13,4.8,81089
100,1,14,5.3,80089
100,1,15,5.7,80069
100,1,16,6.2,80049
100,1,17,6.4,80039
100,1,18,6.9,80029
100,1,19,7.4,01339
100,1,20,7.7,01349
100,1,21,8.1,01429
100,1,22,8.3,01419
100,1,23,8.7,01529
100,1,24,8.9,01519
100,1,25,9.3,01629
100,1,26,9.7,01619
100,1,27,10.5,02029
100,1,28,11.1,03019
100,1,29,11.4,03059
100,1,30,11.8,03129
100,1,31,12.1,03217
100,1,32,13,05649
100,1,33,13.3,14061
100,1,34,13.8,14071
100,1,35,14.2,14081
100,1,36,14.6,14101
100,1,37,15.4,14141
100,1,38,15.7,14121
100,1,39,16.1,14131
100,1,40,16.6,14151
100,1,41,17,14161
100,1,42,17.4,14171
100,1,43,18.1,15041
100,1,44,18.4,15051
100,1,45,18.9,18011
100,1,46,19.5,11511
100,1,47,20,11021
100,1,48,20.3,11031
100,1,49,21,11041
100,1,50,21.4,11051
100,1,51,21.9,11161
100,1,52,22.4,11171
100,1,53,22.8,11181
100,1,54,23.3,11351
100,1,55,23.6,11009
100,2,1,0,11009
100,2,2,0.2,11359
100,2,3,0.6,11189
100,2,4,0.8,11179
100,2,5,1.4,11169
100,2,6,2,11059
100,2,7,2.4,11049
100,2,8,2.8,11039
100,2,9,3.2,11029
100,2,10,3.8,11519
100,2,11,4.5,18019
100,2,12,5,15059
100,2,13,5.3,15049
100,2,14,5.7,14189
100,2,15,6,14179
100,2,16,6.4,14169
100,2,17,6.9,14159
100,2,18,7.3,14139
100,2,19,7.8,14129
100,2,20,8.1,14119
100,2,21,8.8,14109
100,2,22,9.2,14089
100,2,23,10,14069
100,2,24,10.6,05641
100,2,25,11,03222
100,2,26,11.7,03111
100,2,27,12.3,03031
100,2,28,12.9,03011
100,2,29,13.5,02111
100,2,30,14.1,01611
100,2,31,14.3,01621
100,2,32,14.6,01511
100,2,33,14.9,01521
100,2,34,15.2,01411
100,2,35,15.5,01421
100,2,36,16,01341
100,2,37,16.7,80011
100,2,38,17.2,80031
100,2,39,17.5,80051
100,2,40,17.9,80071
100,2,41,18.4,80091
100,2,42,18.6,81081
100,2,43,19,81091
100,2,44,19.4,70011
100,2,45,19.8,70021
100,2,46,20.1,70031
100,2,47,20.6,70041
100,2,48,20.9,70051
100,2,49,21.4,70061
100,2,50,21.9,61031
100,2,51,22.2,61041
100,2,52,22.6,62111
100,2,53,22.8,62121
100,2,54,23.3,66009
100A,1,1,0,66009
100A,1,2,0.6,62129
100A,1,3,0.9,62119
100A,1,4,1.2,61049
100A,1,5,1.6,61039
100A,1,6,2,70069
100A,1,7,2.7,70059
100A,1,8,2.9,70049
100A,1,9,3.3,70039
100A,1,10,3.6,70029
100A,1,11,4,70019
100A,1,12,4.4,81099
100A,1,13,4.8,81089
101,1,1,0,66009
101,1,2,0.5,62131
101,1,3,0.9,62141
101,1,4,1.4,63011
101,1,5,1.9,63021
101,1,6,2.5,63031
101,1,7,2.8,63041
101,1,8,3,63051
101,1,9,3.3,63061
101,1,10,3.5,64011
101,1,11,4.1,64541
101,1,12,4.4,64551
101,1,13,4.6,64529
101,1,14,4.9,64339
101,1,15,5.1,64341
101,1,16,5.4,64351
101,1,17,5.9,64431
101,1,18,6.2,64441
101,1,19,6.5,64461
101,1,20,6.8,66499
101,1,21,7.1,66541
101,1,22,7.3,66551
101,1,23,7.5,66561
101,1,24,7.9,66571
101,1,25,8.2,66581
101,1,26,8.7,66549
101,1,27,8.9,66491
101,1,28,9.2,64619
101,1,29,9.5,64561
101,1,30,10,64359
101,1,31,10.4,64349
101,1,32,10.8,64331
101,1,33,11.1,64521
101,1,34,11.3,64559
101,1,35,11.5,64549
101,1,36,12.1,64019
101,1,37,12.4,63069
101,1,38,12.7,63059
101,1,39,13.1,63049
101,1,40,13.5,63039
101,1,41,14,63029
101,1,42,14.6,63019
101,1,43,14.9,62149
101,1,44,15.1,62189
101,1,46,15.8,66009
102,1,1,0,64009
102,1,2,0.7,64041
102,1,3,1.1,64051
102,1,4,1.6,64061
102,1,5,2.1,64401
102,1,6,2.4,67739
102,1,7,2.8,67729
102,1,8,3.2,67719
102,1,9,3.9,67609
102,1,10,4.3,67619
102,1,11,4.5,67341
102,1,12,4.8,67199
102,1,13,5,67189
102,1,14,5.3,67409
102,1,15,5.8,67399
102,1,16,6.1,67389
102,1,17,6.4,67549
102,1,18,7,67559
102,1,19,7.4,67569
102,1,20,7.7,67579
102,1,21,8.1,68031
102,1,22,8.4,68051
102,1,23,8.8,68111
102,1,24,10.4,68099
102,1,25,11,68209
102,1,26,11.4,68239
102,1,27,12.9,68201
102,1,28,13.3,68091
102,1,29,14.7,68119
102,1,30,15,68059
102,1,31,15.2,68049
102,1,32,15.4,68039
102,1,33,15.7,67571
102,1,34,16,67561
102,1,35,16.4,67551
102,1,36,17.1,67541
102,1,37,17.3,67381
102,1,38,17.6,67391
102,1,39,18.1,67401
102,1,40,18.5,67181
102,1,41,18.7,67191
102,1,42,19,67349
102,1,43,19.2,67611
102,1,44,19.7,67601
102,1,45,20.2,67711
102,1,46,20.6,67721
102,1,47,21,67731
102,1,48,21.5,64409
102,1,49,21.9,64069
102,1,50,22.3,64059
102,1,51,22.6,64049
102,1,52,23.3,64009
103,1,1,0,66009
103,1,2,0.5,62131
103,1,3,0.9,62141
103,1,4,1.3,63141
103,1,5,1.8,63361
103,1,6,2.2,63181
103,1,7,2.6,63191
103,1,8,2.8,63201
103,1,9,3.1,63211
103,1,10,3.6,64101
103,1,11,4,64111
103,1,12,4.4,64121
103,1,13,4.7,67079
103,1,14,5.1,67069
103,1,15,5.4,67059
103,1,16,5.8,67049
103,1,17,6.1,67081
103,1,18,6.4,68011
103,1,19,6.8,68021
103,1,20,7.2,68031
103,1,21,7.5,68051
103,1,22,7.9,68111
103,1,23,8.5,68061
103,1,24,9.1,68091
103,1,25,9.4,68081
103,1,26,9.9,68101
103,1,27,10.3,68121
103,1,28,10.8,68161
103,1,29,11.6,68131
103,1,30,12.1,68141
103,1,31,12.5,68151
103,1,32,14.3,68171
103,1,33,14.8,59779
103,1,34,15,59789
103,1,35,15.6,59461
103,1,36,16.2,59459
103,1,37,16.5,59709
103,1,38,16.8,59349
103,1,39,17.4,58991
103,1,40,17.9,59009
103,2,1,0,59009
103,2,2,0.2,59069
103,2,3,1,59341
103,2,4,1.3,59701
103,2,5,1.6,59651
103,2,6,1.9,59451
103,2,7,2.4,59469
103,2,8,3,59781
103,2,9,3.1,59771
103,2,10,3.7,68179
103,2,11,5.4,68159
103,2,12,6,68149
103,2,13,6.3,68139
103,2,14,7.1,68169
103,2,15,7.6,68129
103,2,16,8,68109
103,2,17,8.4,68089
103,2,18,8.7,68099
103,2,19,9.3,68069
103,2,20,9.9,68119
103,2,21,10.2,68059
103,2,22,10.4,68049
103,2,23,10.6,68039
103,2,24,11,68029
103,2,25,11.3,68019
103,2,26,11.5,67089
103,2,27,11.9,67041
103,2,28,12.2,67051
103,2,29,12.5,67061
103,2,30,13,67071
103,2,31,13.3,64129
103,2,32,13.7,64119
103,2,33,14.2,64109
103,2,34,14.6,63219
103,2,35,14.9,63209
103,2,36,15.3,63199
103,2,37,15.6,63189
103,2,38,15.8,63179
103,2,39,16.2,63369
103,2,40,16.4,63149
103,2,41,16.9,62149
103,2,42,17.1,62189
103,2,44,17.8,66009
105,1,1,0,66009
105,1,2,0.5,66419
105,1,3,0.9,66409
105,1,4,1.3,66399
105,1,5,1.7,66029
105,1,6,2.2,66019
105,1,7,2.7,52069
105,1,8,2.9,52059
105,1,9,3.5,52361
105,1,10,4.1,52279
105,1,11,4.7,52239
105,1,12,5,52189
105,1,13,6.1,52079
105,1,14,7.3,51099
105,1,15,8.2,40249
105,1,16,8.5,40239
105,1,17,8.9,40229
105,1,18,9.2,40219
105,1,19,9.6,40209
105,1,20,10.1,40199
105,1,21,10.8,09219
105,1,22,11.5,09111
105,1,23,11.8,09121
105,1,24,12.4,09131
105,1,25,12.7,09141
105,1,26,13,13011
105,1,27,13.6,13021
105,1,28,13.9,11201
105,1,29,14.2,11211
105,1,30,14.7,11221
105,1,31,15,11089
105,1,32,15.5,11079
105,1,33,15.8,11069
105,1,34,16.4,11161
105,1,35,16.9,11171
105,1,36,17.3,11181
105,1,37,17.8,11191
105,1,38,18.3,19011
105,1,39,18.7,19021
105,1,40,19.1,19031
105,1,41,19.5,19041
105,1,42,20.2,17151
105,1,43,20.5,17161
105,1,44,20.9,17171
105,1,45,21.2,17181
105,1,46,21.5,20101
105,1,47,22.1,28011
105,1,48,22.6,28021
105,1,49,23.1,28031
105,1,50,23.5,28041
105,1,51,24.1,28659
105,1,52,24.8,28649
105,1,53,25.1,28639
105,1,54,25.5,28319
105,1,55,25.8,28449
105,1,56,26.3,28009
105,2,1,0,28009
105,2,3,0.5,28441
105,2,4,0.9,28311
105,2,5,1.4,28631
105,2,6,1.7,28641
105,2,7,2.3,28651
105,2,8,2.9,28049
105,2,9,3.3,28039
105,2,10,3.6,28029
105,2,11,4.2,28019
105,2,12,4.8,20109
105,2,13,5.2,17189
105,2,14,5.5,17179
105,2,15,5.8,17169
105,2,16,6.2,17159
105,2,17,6.7,19049
105,2,18,7.2,19039
105,2,19,7.7,19029
105,2,20,8,19019
105,2,21,8.4,11199
105,2,22,8.9,11189
105,2,23,9.1,11179
105,2,24,9.7,11169
105,2,25,10.3,11061
105,2,26,10.7,11071
105,2,27,11,11081
105,2,28,11.5,11229
105,2,29,11.7,11219
105,2,30,12.1,11209
105,2,31,12.5,13029
105,2,32,13.2,13019
105,2,33,13.3,09149
105,2,34,13.9,09159
105,2,35,14.2,09169
105,2,36,14.5,09179
105,2,37,15,09213
105,2,38,15.8,40191
105,2,39,16.2,40201
105,2,40,16.6,40211
105,2,41,16.8,40221
105,2,42,17.2,40231
105,2,43,18.7,51091
105,2,44,19.1,51101
105,2,45,19.9,52071
105,2,46,20.5,52181
105,2,47,20.7,52231
105,2,48,21.3,52271
105,2,49,21.9,52369
105,2,50,22.7,52051
105,2,51,23.2,52061
105,2,52,23.8,66011
105,2,53,24.3,66021
105,2,54,24.7,66391
105,2,55,24.9,66401
105,2,56,25.3,66411
105,2,57,25.6,66389
105,2,58,25.7,66009
105B,1,1,0,28009
105B,1,3,0.5,28441
105B,1,4,0.9,28311
105B,1,5,1.4,28631
105B,1,6,1.7,28641
105B,1,7,2.3,28651
105B,1,8,2.9,28049
105B,1,9,3.3,28039
105B,1,10,3.6,28029
105B,1,11,4.2,28019
105B,1,12,4.8,20109
105B,1,13,5.2,17189
105B,1,14,5.5,17179
106,1,1,0,43009
106,1,2,0.6,43179
106,1,3,1,43189
106,1,4,1.4,43619
106,1,5,1.6,43629
106,1,6,2,42319
106,1,7,2.7,28109
106,1,8,3.1,28189
106,1,9,3.8,28019
106,1,10,4.4,20109
106,1,11,4.8,17189
106,1,12,5.1,17179
106,1,13,5.4,17169
106,1,14,5.8,17159
106,1,15,6.3,19049
106,1,16,6.8,19039
106,1,17,7.3,19029
106,1,18,7.6,19019
106,1,19,8,11199
106,1,20,8.5,11189
106,1,21,8.9,11401
106,1,22,10,11239
106,1,23,10.4,11229
106,1,24,10.6,11219
106,1,25,11,11209
106,1,26,11.4,13029
106,1,27,12.1,13019
106,1,28,12.2,09149
106,1,29,12.8,09159
106,1,30,13.1,09169
106,1,31,13.4,09179
106,1,32,13.9,09048
106,1,33,14.5,09038
106,1,34,14.9,08138
106,1,35,15.3,08057
106,1,36,15.8,08069
106,1,37,16.1,04179
106,1,38,16.5,02049
106,1,39,17.1,02151
106,1,40,17.8,02161
106,1,41,18.1,02171
106,1,42,19,03509
106,1,43,19.3,03519
106,1,44,19.9,03539
106,1,45,20.3,03529
106,1,46,20.9,03129
106,1,47,21.4,03218
106,2,1,0,03239
106,2,2,0.8,03222
106,2,3,1.5,03111
106,2,4,1.8,03071
106,2,5,2.4,03381
106,2,6,2.6,03391
106,2,7,3.3,03511
106,2,8,3.7,03501
106,2,9,4.4,02051
106,2,10,4.7,02061
106,2,11,5.4,04111
106,2,12,5.8,04121
106,2,13,6.1,08041
106,2,14,6.4,08031
106,2,15,6.9,08111
106,2,16,7.2,08121
106,2,17,7.5,09059
106,2,18,8,09022
106,2,19,8.5,09111
106,2,20,8.8,09121
106,2,21,9.4,09131
106,2,22,9.7,09141
106,2,23,10,13011
106,2,24,10.6,13021
106,2,25,10.9,11201
106,2,26,11.2,11211
106,2,27,11.7,11221
106,2,28,12.2,11231
106,2,29,12.9,11419
106,2,30,13.4,11409
106,2,31,13.7,11181
106,2,32,14.2,11191
106,2,33,14.7,19011
106,2,34,15.1,19021
106,2,35,15.5,19031
106,2,36,15.9,19041
106,2,37,16.6,17151
106,2,38,16.9,17161
106,2,39,17.3,17171
106,2,40,17.6,17181
106,2,41,17.9,20101
106,2,42,18.5,28011
106,2,43,19.3,28181
106,2,44,19.7,28101
106,2,45,20.4,42311
106,2,46,20.8,43621
106,2,47,21.1,43611
106,2,48,21.4,43181
106,2,49,21.8,43171
106,2,50,22.3,43009
106A,1,1,0,43009
106A,1,2,0.6,43179
106A,1,3,1,43189
106A,1,4,1.4,43619
106A,1,5,1.6,43629
106A,1,6,2,42319
106A,1,7,2.7,28109
106A,1,8,3.1,28189
106A,1,9,3.8,28019
106A,1,10,4.4,20109
106A,1,11,4.8,17189
106A,1,12,5.1,17179
107,1,1,0,64009
107,1,2,0.5,64391
107,1,3,0.8,63351
107,1,4,1.2,63341
107,1,5,1.7,63059
107,1,6,2.1,63049
107,1,7,2.5,63039
107,1,8,3,63029
107,1,9,3.6,63019
107,1,10,3.9,62149
107,1,11,4.3,62139
107,1,12,4.6,62129
107,1,13,4.9,62119
107,1,14,5.2,61049
107,1,15,5.6,61039
107,1,16,5.9,61029
107,1,17,6.2,61019
107,1,18,6.5,60269
107,1,19,6.6,60209
107,1,20,7.1,60179
107,1,21,7.7,60221
107,1,22,8,60039
107,1,23,8.5,60029
107,1,24,9,60019
107,1,25,9.3,07369
107,1,26,9.5,07379
107,1,27,9.8,01319
107,1,28,10.2,01219
107,1,29,10.5,01239
107,1,30,10.9,01529
107,1,31,11.1,01519
107,1,32,11.5,01629
107,1,33,11.9,01619
107,1,34,12.7,02029
107,1,35,13.3,03019
107,1,36,13.6,03059
107,1,37,14,03129
107,1,38,14.5,03218
107,1,39,14.7,03239
107,2,1,0,03239
107,2,2,0.8,03222
107,2,3,1.5,03111
107,2,4,2.1,03031
107,2,5,2.7,03011
107,2,6,3.3,02111
107,2,7,3.9,01611
107,2,8,4.1,01621
107,2,9,4.4,01511
107,2,10,4.7,01521
107,2,11,5.1,01231
107,2,12,5.4,01211
107,2,13,5.7,01311
107,2,14,6,07371
107,2,15,6.6,60011
107,2,16,7.2,60021
107,2,17,7.7,60031
107,2,18,8,60229
107,2,19,8.5,60159
107,2,23,9.6,60161
107,2,24,10.2,60201
107,2,25,10.4,60261
107,2,26,10.6,61011
107,2,27,10.9,61021
107,2,28,11.1,61031
107,2,29,11.4,61041
107,2,30,11.8,62111
107,2,31,12,62121
107,2,32,12.3,62131
107,2,33,12.7,62141
107,2,34,13.2,63011
107,2,35,13.7,63021
107,2,36,14.3,63031
107,2,37,14.6,63041
107,2,38,14.8,63051
107,2,39,15.3,63349
107,2,40,15.8,63359
107,2,41,16.1,64399
107,2,42,16.6,64009
107M,1,1,0,64009
107M,1,2,0.5,64391
107M,1,3,0.8,63351
107M,1,4,1.2,63341
107M,1,5,1.7,63059
107M,1,6,2.1,63049
107M,1,7,2.5,63039
107M,1,8,3,63029
107M,1,9,3.6,63019
107M,1,10,3.9,62149
107M,1,11,4.3,62139
107M,1,12,4.6,62129
107M,1,13,4.9,62119
107M,1,14,5.2,61049
107M,1,15,5.6,61039
107M,1,16,5.9,61029
107M,1,17,6.2,61019
107M,1,18,6.5,60269
107M,1,19,6.6,60209
107M,1,20,7.1,60179
107M,1,21,7.7,60221
107M,1,22,8,60039
107M,1,23,8.5,60029
107M,1,24,9,60019
107M,1,25,9.3,07369
107M,1,26,9.6,07379
107M,1,27,9.9,01319
107M,1,28,10.3,01219
107M,1,29,10.6,01239
107M,1,30,11,01529
107M,1,31,11.2,01519
107M,1,32,11.6,01629
107M,1,33,11.9,01619
107M,1,34,12.6,02089
107M,1,35,13.1,02169
107M,1,36,13.5,02141
107M,1,37,14,01511
107M,1,38,14.3,01521
107M,1,39,14.7,01231
107M,1,40,15,01211
107M,1,41,15.3,01311
107M,1,42,15.7,07371
107M,1,43,16.3,60011
107M,1,44,16.9,60021
107M,1,45,17.4,60031
107M,1,46,17.7,60229
107M,1,47,18.2,60159
107M,1,51,19.3,60161
107M,1,52,19.9,60201
107M,1,53,20.1,60261
107M,1,54,20.3,61011
107M,1,55,20.6,61021
107M,1,56,20.8,61031
107M,1,57,21.1,61041
107M,1,58,21.5,62111
107M,1,59,21.7,62121
107M,1,60,22,62131
107M,1,61,22.4,62141
107M,1,62,22.9,63011
107M,1,63,23.4,63021
107M,1,64,24,63031
107M,1,65,24.3,63041
107M,1,66,24.5,63051
107M,1,67,25,63349
107M,1,68,25.5,63359
107M,1,69,25.8,64399
107M,1,70,26.3,64009
109,1,1,0,66009
109,1,2,0.6,66361
109,1,3,1.1,66041
109,1,4,1.4,66051
109,1,5,1.8,63361
109,1,6,2.2,63181
109,1,7,2.6,63191
109,1,8,2.8,63201
109,1,9,3.1,63211
109,1,10,3.6,64101
109,1,11,4.2,64491
109,1,12,4.4,64481
109,1,13,4.7,64471
109,1,14,4.9,64601
109,1,15,5.2,64611
109,1,16,5.4,64469
109,1,17,5.8,64629
109,1,18,6,67459
109,1,19,6.3,67469
109,1,20,6.6,67279
109,1,21,7,67449
109,1,22,7.3,67419
109,1,23,7.6,67599
109,1,24,9.1,65199
109,1,25,13.1,77339
109,1,26,13.6,77289
109,1,27,13.9,77239
109,1,28,14.2,77249
109,1,29,14.5,78049
109,1,30,14.7,77019
109,1,31,15.1,77029
109,1,32,15.5,77039
109,1,33,15.9,77049
109,1,34,16.3,77059
109,1,35,16.6,78069
109,1,36,17,78059
109,1,37,17.5,98111
109,1,38,17.7,98109
109,1,39,18.1,98031
109,1,40,18.4,98041
109,1,41,18.7,98231
109,1,42,19,98051
109,1,43,19.6,98061
109,1,44,20,98071
109,1,45,20.4,99011
109,1,46,20.8,99021
109,1,47,21.1,99031
109,1,48,21.5,99041
109,1,49,21.8,99139
109,1,50,22.1,99009
109,2,1,0,99009
109,2,2,0.2,99131
109,2,3,0.5,99049
109,2,4,0.9,99039
109,2,5,1.2,99029
109,2,6,1.6,99019
109,2,7,2.2,98079
109,2,8,2.6,98069
109,2,9,3,98059
109,2,10,3.3,98239
109,2,11,3.6,98049
109,2,12,4,98039
109,2,13,4.5,98101
109,2,14,4.7,98119
109,2,15,5.2,78051
109,2,16,5.6,78061
109,2,17,6,77051
109,2,18,6.4,77041
109,2,19,6.8,77031
109,2,20,7.1,77021
109,2,21,7.5,77011
109,2,22,7.8,77241
109,2,23,8.1,77231
109,2,24,8.4,77281
109,2,25,8.8,77331
109,2,26,12.9,65191
109,2,27,14.2,67591
109,2,28,14.6,67411
109,2,29,14.9,67441
109,2,30,15.4,67271
109,2,31,15.7,67461
109,2,32,16.1,67451
109,2,33,16.3,64621
109,2,34,16.6,64461
109,2,35,16.9,64619
109,2,36,17.1,64609
109,2,37,17.4,64479
109,2,38,17.7,64489
109,2,39,18,64499
109,2,40,18.4,64109
109,2,41,18.8,63219
109,2,42,19.1,63209
109,2,43,19.5,63199
109,2,44,19.8,63189
109,2,45,20,63179
109,2,46,20.4,63369
109,2,47,20.8,66059
109,2,48,21.2,66049
109,2,49,21.5,66369
109,2,50,22,66389
109,2,51,22.1,66009
109A,1,1,0,66009
109A,1,2,0.6,66361
109A,1,3,1.1,66041
109A,1,4,1.4,66051
109A,1,5,1.8,63361
109A,1,6,2.2,63181
109A,1,7,2.6,63191
109A,1,8,2.8,63201
109A,1,9,3.1,63211
109A,1,10,3.6,64101
109A,1,11,4.2,64491
109A,1,12,4.4,64481
109A,1,13,4.7,64471
109A,1,14,4.9,64601
109A,1,15,5.2,64611
10e,1,1,0,85049
10e,1,2,0.3,85039
10e,1,3,0.5,85029
10e,1,4,0.7,85019
10e,1,5,1,94079
10e,1,6,1.6,94069
10e,1,7,1.9,94059
10e,1,8,2.3,94049
10e,1,9,2.5,94089
10e,1,10,2.8,94039
10e,1,11,3.2,94029
10e,1,12,3.4,94019
10e,1,13,3.8,93099
10e,1,14,4.3,93089
10e,1,15,4.6,93079
10e,1,16,4.9,93069
10e,1,17,5.3,93059
10e,1,18,5.6,92159
10e,1,19,5.9,92149
10e,1,20,6.2,92139
10e,1,21,6.7,92129
10e,1,22,7.2,92119
10e,1,23,7.4,92109
10e,1,24,7.7,92099
10e,1,25,13.6,80159
10e,1,26,14.1,02119
10e,1,27,15.1,03019
10e,1,28,15.4,03059
10e,1,29,15.8,03129
10e,1,30,16.1,03217
10e,2,1,0,03222
10e,2,2,0.7,03111
10e,2,3,1,03071
10e,2,4,1.3,03031
10e,2,5,1.9,03011
10e,2,7,3.2,80151
10e,2,8,9.1,92091
10e,2,9,9.4,92101
10e,2,10,9.6,92111
10e,2,11,10.1,92121
10e,2,12,10.6,92131
10e,2,13,11,92141
10e,2,14,11.2,92151
10e,2,15,11.5,93051
10e,2,16,11.9,93061
10e,2,17,12.3,93071
10e,2,18,12.7,93081
10e,2,19,13,93091
10e,2,20,13.4,94011
10e,2,21,13.8,94021
10e,2,22,14.1,94031
10e,2,23,14.5,94041
10e,2,24,14.9,94051
10e,2,25,15.4,94061
10e,2,26,15.9,94071
10e,2,27,16.3,85021
10e,2,28,16.7,85031
10e,2,29,16.9,85041
11,1,1,0,80009
11,1,2,0.3,80051
11,1,3,0.9,80119
11,1,4,1.5,80149
11,1,5,2.1,80189
11,1,6,2.9,80179
11,1,7,3.2,80199
11,1,8,3.3,80191
11,1,9,4.4,90039
11,1,10,4.9,90029
11,1,11,5.1,90019
11,1,12,5.5,90079
11,1,13,5.8,90011
11,1,14,6,90021
11,1,15,6.5,90031
11,1,16,7.6,80199
11,1,17,7.7,80191
11,1,18,8,80171
11,1,19,8.7,80181
11,1,20,9.1,80141
11,1,21,9.7,80111
11,1,22,10.1,80049
11,1,23,10.5,80009
110,1,1,0,67759
110,1,2,0.4,67191
110,1,3,0.7,67349
110,1,4,1.3,67359
110,1,5,1.5,67369
110,1,6,1.9,67379
110,1,7,2.2,67761
110,1,8,2.5,67319
110,1,9,2.8,67429
110,1,10,3.2,67599
110,1,11,4.7,65199
110,1,12,16.2,95151
110,1,13,16.7,95011
110,1,14,18.1,95109
110,1,15,18.9,95029
110,1,16,19.7,95129
110,1,17,20.8,95019
110,1,18,22.3,95209
110,1,19,23.7,95159
110,1,20,35.4,65191
110,1,21,36.7,67591
110,1,22,37.2,67421
110,1,23,37.5,67311
110,1,24,37.8,67769
110,1,25,38.2,67371
110,1,26,38.6,67361
110,1,27,38.9,67351
110,1,28,39.4,67341
110,1,29,39.7,67199
110,1,30,40,67759
111,1,1,0,11009
111,1,2,0.2,11359
111,1,3,0.6,11189
111,1,4,0.8,11179
111,1,5,1.4,11169
111,1,6,2.2,11159
111,1,7,2.6,11149
111,1,8,2.9,11139
111,1,9,3.4,10299
111,1,10,3.7,10289
111,1,11,4.1,10321
111,1,12,4.7,13031
111,1,13,5.2,13041
111,1,14,5.6,13201
111,1,15,6.1,09159
111,1,16,6.4,09169
111,1,17,6.7,09179
111,1,18,7.2,09048
111,1,19,7.8,09038
111,1,20,8.2,08138
111,1,21,8.6,08057
111,1,22,9.1,08069
